company_names,ratings,reviews_count,salary_count,interview_count,jobs_count,company_sector,locations,benefits_count,page_num
Rane (Madras),3.9,1.6k,4.9k,94,33,Auto Components,Chennai +57 other locations,162,31
MagicBricks,4.0,1.6k,4.5k,348,36,Internet,Noida +35 other locations,72,31
JSW Bhushan Power & Steel,4.0,1.6k,4.9k,76,--,Iron & Steel,Jharsuguda +65 other locations,176,31
DHL Express,4.1,1.6k,6k,77,--,Logistics,Mumbai +90 other locations,170,31
BA Continuum,3.9,1.6k,10.2k,112,--,IT Services & Consulting,Hyderabad +18 other locations,289,31
L.G.Balakrishnan & Bros,3.5,1.6k,5.7k,83,4,Auto Components,Coimbatore +61 other locations,119,31
American Broadcasting Company,4.0,1.6k,33.6k,595,4,Engineering & Construction,Bengaluru +105 other locations,9,31
Procter & Gamble,4.0,1.6k,5.8k,133,--,FMCG,Mumbai +251 other locations,166,31
Wipro Enterprises Ltd,3.8,1.6k,8k,204,128,FMCG,Bengaluru +122 other locations,434,31
Compass Group Support Services,4.0,1.6k,5.4k,86,36,Facility Management Services,Bengaluru +77 other locations,141,31
Johnson & Johnson,4.0,1.6k,5.8k,115,19,Healthcare,Mumbai +171 other locations,186,31
Tata Play,4.0,1.6k,4.7k,90,1,Broadcasting,Mumbai +222 other locations,181,31
Vardhman Fabrics,4.0,1.6k,5.3k,80,11,Fashion & Textile,Baddi +63 other locations,147,31
Matrimony.com,4.0,1.6k,4.4k,101,33,Internet,Chennai +64 other locations,66,32
CG Power and Industrial Solutions,3.8,1.6k,6.5k,105,3,Electrical Equipment,Bhopal +91 other locations,213,32
Patanjali Foods,3.7,1.6k,4.4k,100,12,FMCG,Haridwar +232 other locations,108,32
Chegg,4.1,1.6k,4k,167,3,EdTech,New Delhi +77 other locations,87,32
Hero Motors Company,3.9,1.6k,6.1k,97,2,Automobile,Ghaziabad +231 other locations,120,32
Clover Infotech,3.4,1.6k,11.7k,139,103,IT Services & Consulting,Mumbai +22 other locations,95,32
Belrise Industries,3.7,1.6k,6k,106,11,Auto Components,Pune +58 other locations,97,32
Arvind Group,4.0,1.6k,5.3k,79,--,Fashion & Textile,Ahmedabad +91 other locations,296,32
Suryoday Small Finance Bank,4.0,1.6k,4.6k,96,5,Banking,Mumbai +232 other locations,86,32
CMA CGM,3.9,1.6k,8.1k,100,15,Ports & Shipping,Chennai +37 other locations,211,32
Krishna Maruti,3.8,1.6k,5.1k,129,7,Auto Components,Gurugram +50 other locations,119,32
HERE Technologies,3.8,1.6k,7.6k,112,7,IT Services & Consulting,Mumbai +19 other locations,285,32
ReNew,4.2,1.6k,6k,136,72,Power,Gurugram +105 other locations,96,32
Tata 1mg,3.6,1.6k,6.8k,219,75,Internet,Gurugram +62 other locations,100,32
IIFL SAMASTA,3.7,1.6k,3.1k,83,7,NBFC,Bengaluru +397 other locations,19,32
Marico,3.8,1.6k,5.8k,102,21,FMCG,Mumbai +183 other locations,162,32
NielsenIQ,3.5,1.6k,9.6k,227,36,Analytics & KPO,Chennai +54 other locations,57,32
Coronis Ajuba Solutions,3.9,1.6k,5.7k,93,36,BPO,Chennai +31 other locations,140,32
PharmEasy,3.7,1.6k,6.5k,117,--,Internet,Bengaluru +70 other locations,153,32
Toyota Kirloskar Motor,4.3,1.6k,4.5k,78,--,Automobile,Bengaluru +90 other locations,164,32
Welspun Living Limited,3.9,1.6k,5k,89,--,Fashion & Textile,Anjar +86 other locations,150,33
Wockhardt,3.8,1.6k,4.1k,64,2,Pharma,Chhatrapati Sambhajinagar +83 other locations,178,33
Honda,4.1,1.6k,4k,111,4,Automobile,Gurugram +228 other locations,206,33
Dixon Technologies,3.9,1.6k,5.7k,144,22,Electronics Manufacturing,Noida +46 other locations,116,33
Godrej Industries Group,3.9,1.6k,3k,150,3,Real Estate,Mumbai +149 other locations,155,33
Goldman Sachs,3.3,1.6k,19.9k,412,322,Financial Services,Bengaluru +22 other locations,100,33
Emami,3.8,1.6k,5.2k,104,9,FMCG,Kolkata +175 other locations,131,33
Satin Creditcare Network,3.9,1.6k,3.1k,64,1,NBFC,Gurugram +326 other locations,129,33
Shriram Life Insurance,3.5,1.6k,4.8k,109,26,Insurance,Hyderabad +325 other locations,81,33
Veritas Finance,4.3,1.6k,2.1k,88,--,NBFC,Chennai +298 other locations,36,33
Teva Pharmaceuticals,3.9,1.6k,5.6k,119,34,Pharma,Bengaluru +52 other locations,183,33
ZF Commercial Vehicle Control Systems,3.8,1.5k,3.8k,80,--,Auto Components,Chennai +48 other locations,6,33
iOPEX Technologies,3.2,1.5k,5.9k,88,40,IT Services & Consulting,Chennai +16 other locations,530,33
Mercer,3.6,1.5k,9.8k,97,146,Management Consulting,New Delhi +17 other locations,205,33
Supreme Industries,4.1,1.5k,5.7k,97,--,Petrochemicals,Gwalior +123 other locations,113,33
KFC,4.0,1.5k,2.9k,86,--,Hospitality,New Delhi +172 other locations,153,33
Sanofi,4.0,1.5k,5.6k,98,129,Pharma,Hyderabad +92 other locations,163,33
Relaxo Footwear,4.0,1.5k,4.7k,109,34,Fashion & Textile,New Delhi +158 other locations,143,33
Asahi India Glass,3.8,1.5k,5.1k,110,5,Auto Components,Chennai +87 other locations,129,33
Cemindia Projects,4.2,1.5k,2.8k,91,4,Engineering & Construction,Mumbai +88 other locations,137,33
IFB,3.6,1.5k,5.4k,121,--,Consumer Electronics & Appliances,Bengaluru +177 other locations,57,34
Broadridge Financial Solutions,3.8,1.5k,10.8k,163,64,FinTech,Hyderabad +14 other locations,140,34
Urban Company,3.3,1.5k,6.6k,167,77,Internet,Gurugram +59 other locations,96,34
Bajaj Capital,3.6,1.5k,3.8k,167,548,Financial Services,New Delhi +173 other locations,101,34
Amul India,4.0,1.5k,4.1k,155,1,Food Processing,Ahmedabad +205 other locations,3,34
Marriott International,4.1,1.5k,4.6k,100,1.8k,Hospitality,Bengaluru +90 other locations,184,34
Dainik Bhaskar Group,4.2,1.5k,4.4k,79,47,Printing & Publishing,Bhopal +137 other locations,148,34
IndiaFirst Life Insurance,3.8,1.5k,3.7k,81,53,Insurance,Mumbai +244 other locations,102,34
Suguna Foods,4.0,1.5k,4.1k,94,15,Food Processing,Coimbatore +203 other locations,135,34
Gujarat Fluorochemicals,3.9,1.5k,6.6k,107,16,Chemicals,Bharuch +32 other locations,129,34
HCL Infosystems,4.0,1.5k,7.1k,146,1,IT Services & Consulting,Noida +105 other locations,229,34
Nayara Energy,4.2,1.5k,6k,97,12,Oil & Gas,Jamnagar +97 other locations,168,34
Health Care Global Enterprises,4.3,1.5k,2.8k,152,68,Healthcare,Bengaluru +53 other locations,26,34
Kotak Mahindra Prime,3.9,1.5k,5k,68,--,NBFC,Mumbai +172 other locations,62,34
Muthoot Microfin,4.2,1.5k,2.4k,83,14,NBFC,Kochi +408 other locations,64,34
Tesco,3.6,1.5k,8.9k,149,7,Retail,Bengaluru +17 other locations,189,34
Hinduja Leyland Finance,3.9,1.5k,2.8k,57,8,NBFC,Chennai +299 other locations,69,34
XL Dynamics,3.6,1.5k,3.6k,96,10,IT Services & Consulting,Mumbai +32 other locations,193,34
SHYAM METALICS AND ENERGY,3.4,1.5k,4.7k,155,3,Metals & Mining,Sambalpur +75 other locations,43,34
Patra India,3.6,1.5k,5.8k,119,6,BPO,Visakhapatnam +26 other locations,83,34
Oracle Cerner,3.4,1.5k,10.1k,170,--,Software Product,Bengaluru +7 other locations,254,35
Bisleri,4.2,1.5k,4.3k,113,17,Beverage,Mumbai +179 other locations,141,35
Lumax Industries,3.9,1.5k,5.6k,99,13,Auto Components,Gurugram +41 other locations,125,35
Steel Strips Wheels,3.7,1.5k,5.5k,88,2,Auto Components,Chennai +51 other locations,117,35
Evalueserve,3.0,1.5k,10.2k,141,75,Analytics & KPO,Gurugram +15 other locations,136,35
GMR Group,4.0,1.5k,4.5k,104,13,Engineering & Construction,New Delhi +72 other locations,185,35
Karur Vysya Bank,3.5,1.5k,4.6k,106,12,Banking,Chennai +189 other locations,59,35
Piramal Pharma,4.0,1.5k,6.4k,119,42,Pharma,Mumbai +83 other locations,101,35
GE VERNOVA,4.2,1.5k,5.3k,112,245,Power,Bengaluru +83 other locations,4,35
Tata Consumer Products,3.5,1.5k,5.7k,99,3,FMCG,Bengaluru +220 other locations,77,35
Max Fashion,4.0,1.5k,3.5k,76,8,Retail,Bengaluru +152 other locations,174,35
Canara Bank,3.6,1.5k,4k,49,--,Banking,Bengaluru +221 other locations,96,35
Ashoka Buildcon,4.1,1.5k,4.1k,81,2,Engineering & Construction,Nashik +155 other locations,125,35
SAI Life Sciences,3.9,1.5k,6k,108,36,Clinical Research,Hyderabad +26 other locations,130,35
Page Industries,4.1,1.5k,4.7k,71,5,Fashion & Textile,Bengaluru +164 other locations,103,35
Honeywell Technology Solutions,3.7,1.5k,11.3k,164,--,Industrial Automation,Bengaluru +18 other locations,205,35
QualityKiosk Technologies,3.2,1.5k,11.1k,166,200,IT Services & Consulting,Mumbai +20 other locations,98,35
Taurus BPO Services,4.1,1.4k,947,35,1,BPO,Pune +23 other locations,516,35
Tanishq,4.1,1.4k,3.1k,110,1,Jewellery,Kolkata +236 other locations,67,35
Tata Group,4.2,1.4k,5.5k,380,1,IT Services & Consulting,Mumbai +171 other locations,143,35
Wheelseye Technology,3.4,1.4k,3.8k,115,19,Internet,Gurugram +225 other locations,99,36
Tata AutoComp Systems,3.8,1.4k,6.7k,116,44,Auto Components,Pune +44 other locations,94,36
Sonata Software,3.4,1.4k,11.2k,136,170,IT Services & Consulting,Bengaluru +16 other locations,80,36
Gland Pharma,4.0,1.4k,6k,89,7,Pharma,Hyderabad +35 other locations,120,36
ISS Facility Services,4.0,1.4k,4.1k,68,12,Facility Management Services,Mumbai +66 other locations,132,36
Oberoi Group of Hotels,4.1,1.4k,3.8k,96,--,Hospitality,New Delhi +38 other locations,226,36
Devyani International,3.8,1.4k,3.4k,71,15,Hospitality,New Delhi +135 other locations,114,36
Indoco Remedies,3.5,1.4k,5.5k,88,2,Pharma,Mumbai +83 other locations,107,36
Daimler India Commercial Vehicles,3.9,1.4k,6.6k,75,10,Automobile,Chennai +48 other locations,174,36
Aon,3.8,1.4k,6.1k,86,35,Management Consulting,Gurugram +25 other locations,203,36
Airtel Payments Bank,3.8,1.4k,4.7k,112,21,Banking,Gurugram +331 other locations,108,36
NIIT,3.5,1.4k,6k,108,31,Education & Training,Gurugram +101 other locations,160,36
V5 Global Services,3.9,1.4k,3.6k,90,--,Recruitment,New Delhi +215 other locations,72,36
Narayana Educational Society,3.5,1.4k,4.1k,66,4,Education & Training,Hyderabad +144 other locations,118,36
Heritage Foods,4.0,1.4k,3.7k,102,35,Food Processing,Hyderabad +126 other locations,142,36
Acmegrade,3.9,1.4k,264,68,--,EdTech,Bengaluru +21 other locations,1,36
Hyatt Regency,4.0,1.4k,3k,59,9,Hospitality,New Delhi +50 other locations,194,36
Bharat Forge,3.7,1.4k,6.4k,78,3,Auto Components,Pune +28 other locations,118,36
Apco Infratech,3.8,1.4k,4.3k,137,39,Engineering & Construction,Lucknow +95 other locations,108,36
Amneal Pharmaceuticals,4.2,1.4k,6k,83,44,Pharma,Ahmedabad +44 other locations,136,36
Acuity Analytics,3.2,1.4k,12k,173,102,Analytics & KPO,Bengaluru +16 other locations,78,37
Agilus Diagnostics,4.1,1.4k,3.3k,84,9,Healthcare,Mumbai +136 other locations,131,37
PNB Housing Finance,3.8,1.4k,4.6k,54,1,NBFC,New Delhi +168 other locations,86,37
Happiest Minds Technologies,3.4,1.4k,12.3k,151,334,IT Services & Consulting,Bengaluru +17 other locations,93,37
Sony,4.1,1.4k,4.6k,82,6,Consumer Electronics & Appliances,New Delhi +145 other locations,191,37
SBFC Finance,3.8,1.4k,2.7k,95,54,NBFC,Mumbai +216 other locations,47,37
Apexon,3.3,1.4k,9.3k,175,91,IT Services & Consulting,Bengaluru +21 other locations,41,37
IDC Technologies,3.1,1.4k,6.9k,76,1,IT Services & Consulting,Noida +66 other locations,48,37
Morningstar,3.7,1.4k,9.9k,262,36,Financial Services,Mumbai +18 other locations,120,37
Tieto,4.2,1.4k,9.5k,104,69,IT Services & Consulting,Pune +14 other locations,114,37
AB InBev India,3.3,1.4k,7.7k,114,77,Beverage,Bengaluru +77 other locations,144,37
Jaquar,4.1,1.4k,5k,83,8,Building Material,Gurugram +114 other locations,119,37
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,1.4k,4.9k,88,--,Auto Components,Pune +47 other locations,1,37
J. Kumar Infraprojects,4.1,1.4k,4.4k,93,4,Engineering & Construction,Mumbai +41 other locations,116,37
The Muthoot Group,3.6,1.4k,3.8k,84,--,Financial Services,New Delhi +310 other locations,227,37
TCS iON,3.8,1.4k,4k,400,--,IT Services & Consulting,Hyderabad +115 other locations,175,37
Aumovio,3.8,1.4k,9.2k,81,10,Auto Components,Bengaluru +21 other locations,129,37
Indegene,3.3,1.4k,9.4k,170,43,Analytics & KPO,Bengaluru +32 other locations,121,37
Chandigarh University,4.2,1.4k,2.8k,107,101,Education & Training,Chandigarh +48 other locations,50,37
Labmentix,4.5,1.4k,30,506,--,Bengaluru +31 other locations,,8,37
Altimetrik,3.6,1.4k,11.6k,262,60,IT Services & Consulting,Bengaluru +14 other locations,107,38
Amara Raja Energy & Mobility,4.0,1.4k,4k,108,--,Auto Components,Tirupati +92 other locations,113,38
Xiaomi,3.8,1.4k,5.7k,112,--,Consumer Electronics & Appliances,Bengaluru +212 other locations,128,38
Vfs Global Services,3.4,1.4k,4.2k,71,12,IT Services & Consulting,Mumbai +32 other locations,120,38
Adobe,3.7,1.4k,12.6k,267,179,Software Product,Bengaluru +21 other locations,150,38
VLCC,3.3,1.4k,3.3k,53,34,Beauty & Personal Care,New Delhi +111 other locations,95,38
Slk Software Services,3.2,1.4k,9.3k,113,257,IT Services & Consulting,Bengaluru +15 other locations,90,38
Unisys,3.5,1.4k,10k,81,158,IT Services & Consulting,Bengaluru +18 other locations,147,38
Sansera Engineering,4.0,1.4k,5.5k,95,21,Auto Components,Bengaluru +28 other locations,110,38
Infogain,3.5,1.4k,11k,136,96,IT Services & Consulting,Bengaluru +23 other locations,119,38
FedEx Express,4.0,1.4k,5k,108,65,Logistics,Mumbai +93 other locations,189,38
Nykaa,3.4,1.4k,6.6k,145,4,Internet,Mumbai +115 other locations,57,38
DCM Shriram,4.1,1.4k,4.7k,106,8,Chemicals,Bharuch +109 other locations,119,38
Faurecia,3.9,1.4k,6k,70,9,Auto Components,Pune +28 other locations,181,38
AtkinsRealis,3.7,1.4k,5.8k,107,302,Engineering & Construction,Bengaluru +54 other locations,91,38
Oracle Financial Services Software,3.4,1.4k,11k,192,--,Software Product,Bengaluru +21 other locations,183,38
Kantar,3.5,1.4k,6.6k,115,7,Analytics & KPO,Bengaluru +44 other locations,77,38
Sheenlac Paints,4.2,1.4k,1.7k,209,--,Chemicals,Chennai +162 other locations,44,38
MedPlus,3.6,1.4k,4.2k,106,32,Retail,Hyderabad +139 other locations,58,38
Paytm Payments Bank,3.8,1.3k,5.6k,141,1,Banking,Noida +137 other locations,116,38
Eaton,4.0,1.3k,7.9k,147,3,Electronics Manufacturing,Pune +22 other locations,125,39
Aforeserve,3.4,1.3k,3.6k,91,19,IT Services & Consulting,Mumbai +158 other locations,88,39
Worley,4.1,1.3k,7.3k,138,101,Engineering & Construction,Mumbai +55 other locations,115,39
Sharekhan,3.7,1.3k,5.1k,99,64,Financial Services,Mumbai +113 other locations,115,39
Amity University,3.6,1.3k,5.2k,115,70,Education & Training,Noida +87 other locations,120,39
EOSGlobe,2.9,1.3k,3.8k,91,10,BPO,Mumbai +29 other locations,85,39
Chetu,3.5,1.3k,7.4k,227,2,Software Product,Noida +14 other locations,102,39
Fino Payments Bank,3.8,1.3k,4k,63,14,Banking,Mumbai +270 other locations,96,39
Bajaj Housing Finance,3.6,1.3k,5.9k,71,37,NBFC,Pune +168 other locations,59,39
TEKsystems,3.2,1.3k,10.6k,136,30,IT Services & Consulting,Bengaluru +18 other locations,78,39
